gene_id,sample1,sample2,sample3,sample4,sample6,sample8,sample9,sample10,sample11,sample12,sample13,sample15,sample17,sample19
g17364,189.208,263.146,335.61,209.265,102.036,133.762,227.97,110.725,122.627,160.732,104.956,178.405,255.348,141.286
g17365,7.242,3.522,14.489,7.635,11.821,4.677,12.105,7.518,2.993,9.5,6.968,11.208,22.544,12.473
g17366,1.108,2.226,9.473,4.457,10.774,15.012,2.271,3.359,5.789,10.7,4.266,9.363,14.88,5.779
g17367,33.541,31.51,50.884,33.934,56.127,45.701,71.331,46.217,18.326,62.984,55.873,23.335,144.962,32.676
g17368,278,0,412,0,0,0,388,1,0,1,0,0,0,142
g17369,41.869,47.16,48.823,29.25,35.938,47.425,48.822,41.235,38.494,59.055,32.183,29.526,111.305,30.348
g1737,2423.136,3079.681,3239.01,2364.361,2023.561,2534.929,2750.218,2006.576,1916.005,2404.618,2004.696,2368.39,7697.918,1454.794
g17370,2.055,7.047,4.202,6.034,8.054,5.247,4.087,4.026,1.008,12.253,2,4.025,23.132,2.025
g17371,4.482,7,19,6.978,6.768,4.949,15.998,10,3,10,18,13,18,10
g17372,3.387,4.043,0,0,0,12.262,0,4.338,6.626,0,2.542,0,8.76,0
g17373,4.055,1.786,9.809,4.473,5.007,10.007,1.135,3.826,10,4.913,4,0,14.478,3.322
g17374,3,3.199,3,7,7,2.862,6,2,2,1,7,2,11,1
g17375,2.984,5,5.001,6,3,1,0,3,6,4,1,3,4.999,2
g17376,2,2.916,0,3.924,5.083,5,4.002,4.051,2,4,3,0,6,0
g17377,3,7,3,0,0,1,0,0,4,1,0,1,6,0
g17378,5,4,3,3,5,2,3,5,1,1,4,1,5,0
g17379,5,1,5,0,2,2,8,2,3,4,1,3,4,1.939
g1738,2080.257,2475.045,2395.077,1859.729,1811.673,2064.034,2301.792,1741.013,1758.656,2229.977,1553.01,2020.048,6048.64,1364
g17380,34.306,33.603,34.474,26.409,18.682,18.82,21.736,17.109,20.274,19.464,17.925,26.126,77.3,21.371
g17382,77.727,85.87,47.416,26.274,33.864,27.238,79.05,41.522,76.238,46.287,55.258,39.266,128.472,35.702
g17383,4.828,4.912,15.261,5.444,10.019,3.515,13.388,10,5.437,7.143,7.801,4.213,25.839,8.772
g17384,59.529,41,75.994,80,74.031,58.005,88,52,53.212,93,42,66.748,188,46.956
g17385,0,4.51,10,9,5,3.165,4.051,4,5,7,1,1.002,8,4.002
g17386,16.462,17.688,2.244,10.561,24.766,4.15,21.081,14.784,25.177,22.873,9.468,11.43,76.987,0
g17387,5,0,6,7,7,6,5,6,3,3,3,0,26,6
g17388,12,23.294,7,9.101,5.545,12.144,10,6,4,6.079,6,7,11,4
g17389,4,5,7.004,3,4,11,8,6,10,7,5,13.649,28,4.985
g1739,1830.995,2140.01,2180.677,1940.475,2071.937,2351.736,2362.634,2000.298,1732.414,2441.672,1554.459,1726.918,6177.281,1198.75
g17390,0,0,0,0,0,0,0,87.949,1,0,0,0,0,0
g17391,9,8,3,4.001,7,13.057,6,3,4,7.001,3,4,11,2
g17392,2,4.012,8.35,6.8,3.027,5.087,3,3,4,5,3.929,2,11.609,1
g17393,5.021,1.002,3.015,4.024,3.031,8,6,1,3,3,6.028,2.001,12.259,0
g17394,1,3,5,2,3,2.001,0,7,5.001,3,5.999,4,11,4
g17395,0,0,6,6,0,0,3,0,0,9,0,0,13,5
g17396,3,0,4.999,2,5.004,4,0,0,3.544,3.326,0,3.111,9,1
g17397,0,1,2.691,7.146,1,8.513,2,3,1,4.019,0,2,9,1
g17398,3,4,5,2.972,1,6,0,0,3,3,0,1,0,0
g17399,1,1,4,0,4,3,4,3,3,2,0,3,13,1
g174,1033.164,1127.011,1439.158,1346.575,996.258,1466.642,1313.691,1181.441,982.558,1077.636,898.972,1201.091,3733.269,737.268
g1740,3031.597,3901.231,3751.741,3064.239,3115.466,3513.91,3837.781,3404.988,2805.092,3666.133,2369.51,3094.776,10068.126,2158.961
g17400,1210,1332,1261,1294.415,1171,1338,1836.14,1224.752,1122,1540.409,927.072,1135.451,2728.999,841.998
g17401,270.468,14.299,116.968,358.122,313.164,175.589,335.158,367.95,434.29,364.554,202.62,429.341,709.433,54.902
g17403,363.601,330.614,472.94,410.13,467.201,527.743,489.953,450.538,399.112,525.946,296.344,448.376,1496.885,281.985
g17404,14.468,18.774,27.648,22.325,17.276,24.608,13.165,14.715,13.152,11.297,17.693,7.396,73.899,22.731
g17405,126.585,169.543,181.75,243.669,226.947,214.612,286.455,162.632,193.077,241.409,126.346,234.643,559.31,130.708
g17406,29.613,33.067,44.815,15.605,11.978,14.978,26.325,17.769,18.801,22.233,15.225,20.017,64.913,15.662
g17407,23,28.002,27,30.99,12,11.996,22,20,22,17,19,19,69.519,15
g17408,28.108,14.148,14.745,12.75,13.629,33.697,16.811,16.378,8.463,6.556,13.069,7.407,23.93,3.17
g17409,1.108,8.645,2.108,3.117,8.137,7.451,2.099,5.391,8.098,6,6.671,3.437,17.32,2.19
g1741,233.115,434.02,235.507,292.801,237.972,227.076,308.819,246.358,183.203,228.472,246.297,168.385,1079.845,178
g17410,4.322,5.193,2.826,5.084,16.214,4.678,2.981,5.906,5.543,7.417,3.968,3.408,22.498,3.431
g17411,0,0,3.254,1.9,0,5.765,0,0,2.421,3.251,0,4.555,14.951,1.164
g17412,2,4,20.133,11.2,13,20,10.808,4,5,7.111,1.769,6,10.001,4
g17413,3.939,3,7.355,3,14.019,13.318,13.602,5.02,10,4.002,3.027,8,14,5.075
g17414,6,4,4,5,6,8,8,7,5.027,2,2.051,4.001,14,0
g17415,4.041,3,2,6.271,3,3.614,2,5.006,3.003,5,7.997,4.4,11.124,1
g17416,5,3,17,10,3,8,10,0,0,2,1,11,1,3
g17417,4,3,0,0,4,0,0,2,6,1,0,2,0,2
g17418,0,2,5,4,2,4.001,6,3,2,2,1,5,11.007,2
g17419,5,2,5,3,2,1,6,5,5,3,4,2,3,1
g1742,969.604,1026.515,1258.141,1182.562,848.702,1156.808,1188.912,945.912,931.63,1214.59,727.867,1132.529,2937.274,676.614
g17420,5,1,2,2,3,3,2.04,2,1,2.101,3,3,9.201,2
g17421,4,0,0,1,1,2,4.007,1,4,4,3,1,7,0
g17422,6.968,2.422,2.263,9,3.59,10.973,10.27,3.001,7.997,2.034,10.871,7.213,17.369,6
g17423,766.375,1024.194,870.733,838.701,943.575,932.247,898.745,927.643,806.161,1140.631,724.654,733.58,2650.288,453.864
g17424,0,0,0,2.502,0,0,0,510.348,277.034,0,184.887,278.195,0,2.123
g17425,83.963,117.2,115.324,67.038,80.395,83.208,130.806,62.934,85.703,106.361,60.091,98.579,173.512,61.033
g17426,62,56.145,48.69,55.734,47.078,69.117,44.752,38.295,37.763,42.106,38.628,27.264,105.01,25.126
g17427,16.993,19.022,34.658,20.539,11.907,14,13.639,11.006,22.072,23.437,16.363,16.804,73.358,15.068
g17428,3.162,3.317,1,2.081,6.258,6.201,3.152,2.001,4.059,5.062,6.496,3.118,9.307,2.074
g17429,0,0,0,0,0,0,0,161,0,0,0,0,0,0
g1743,547.767,552.813,518.378,421.726,393.332,406.285,484.537,432.156,371.969,463.263,353.849,400.526,1248.924,217.005
g17430,0,5.263,3.145,8.856,3,6,3,2,3.165,5.325,3.224,2,14.064,3
g17431,4,5,6.007,2,4,12,7,6,7,5,2,10,11,4
g17432,1,2,4,4.012,1,7,3,2,4,1,1.445,1,4.994,5
g17433,3.272,4.299,4.498,3.18,1,0,0,3,3.162,1,0.98,2,5,0
g17434,3,4,2,1,3,1,2,0,0,3,2,1,8,1
g17435,10465.899,12752.947,15354.218,13727.543,14010.775,14354.954,15058.921,15106.003,11969.313,15675.589,10747.263,11186.596,29488.021,7786.536
g17436,559.286,492.391,836.407,327.262,486.211,392.303,784.005,434.191,450.8,584.546,489.45,467.234,1144.208,467.21
g17437,0,2.389,2.325,1.469,2.416,6.662,3.76,3.365,0,1.215,2.523,4.37,8.064,1.164
g17438,6.578,2.234,3.174,4.253,6.56,5.309,4.523,10.518,8.476,5.545,4.629,2.07,6.597,2.114
g17439,45,66,67.272,50.998,35.001,52,50.178,41,40.481,44.333,34,56.801,114.2,28.078
g1744,2811.347,3894.958,3587.387,3322.413,2854.076,3634.952,3679.385,3092.39,2931.298,3708.315,2787.264,2907.755,9223.269,2071.516
g17440,12.063,7.851,15.136,25.883,11.406,13.114,19.383,10.647,8.272,11.41,7.637,20.007,32.514,2.913
g17441,9.009,5,14.212,4,11.486,10.845,11.893,14.982,11,9,17.907,16.146,39.462,6.999
g17442,5.803,9,13,19,12,19,16,6,8,28.872,9,17,40,15.396
g17443,10,1,3,10,4,12,5,3,1,6,6,10,11,1
g17444,4,8.531,6,1,5.001,1,5,2,0,6,19.394,2,3,2.047
g17445,1,2,6,1,8.076,13.516,5.017,7,3,6.015,2,10.02,3.004,5.067
g17446,3.099,5,4.903,2,4,6,8,0,2,4,4.962,8,9.081,1
g17447,3,4,15,4,0,4,13,1,2.004,3,8,7,22.162,5
g17448,4,10,3,2,7.844,3,1,0,3,11,5,2,2,5
g17449,4,6,0,4,5,6,3,4,1,3,1,2,14,4.998
g1745,3087.227,3740.42,4621.883,3739.221,3185.22,4057.229,3835.799,3436.612,3170.735,4068.833,2707.854,3535.552,10880.466,2452.2
g17450,2,2,5,1,6.339,1.967,6,5,5.932,2,3,2,2,2
g17451,3,1,3,0,4,4,2,4,2,5,3,2,6,3
g17452,1,2,1,6,0,2,5.076,1.259,2,0,2,2.318,2,4
g17453,4,0,3,3,1.003,4,4,4,1,7,2,2,8,2
g17454,2,5,1,0,2,0,5,0,4,0,1,1,14.266,3
g17455,0,0,2,0,0,0,0,0,2.75,3,0,3.74,10,1
g17456,3.653,1.661,8.335,17.742,3.497,13.335,11.355,6.313,3.906,7.375,5.714,0,14.642,0
g17457,8,45,22,4,101,40,15,99,5,54.02,38,13,82,12
g17458,166.485,245.034,258.815,199.612,126.731,211.514,238.93,168.332,184.626,248.314,157.27,187.646,398.115,142.029
g1746,1858.894,2606.835,3711.119,2338.069,1595.817,2096.198,2552.275,1774.764,2021.681,2223.146,1613.746,2231.863,5876.072,1506.102
g17460,0,0,0,0,0,0,0,8.095,3.454,0,0,0,0,0
g17461,66.75,58.865,77.935,81.472,74.966,100.46,126.147,98.688,31.741,93.032,41.062,76.883,177.83,53.585
g17462,15.436,13.902,11.679,20.878,0,18.123,13.239,1.237,37.577,1.296,0,8.719,53.207,9.844
g17463,68.12,61.365,60.909,49.996,30.362,51.738,50.471,41.197,31.057,40.421,43.874,37.055,109.795,20.408
g17464,9,5,6,7.773,8,10.001,10.008,14.786,3,6,5,4,13,1.945
g17465,5.301,3.282,18.575,4.947,13,15.454,17.809,6,11.032,9.65,6.2,12,15.109,9.047
g17466,7.468,4,1,12.414,2.999,6,4,2,2,3,5,7,13,3
g17467,3,3,11,6.009,4.019,9,7,8,1.002,5.016,3,4,9.002,0
g17468,1,2,7,1,6,3,11,6.984,2,5,1,1,3,1
g17469,4449.204,5696.968,5454.843,5672.26,4433.534,4833.571,6219.339,4861.653,2561.999,5896.785,3618.715,3648.796,11629.158,3430.256
g1747,534.233,602.131,732.985,481.491,402.898,501.887,735.952,518.57,545.908,591.836,368.831,451.533,1306.674,366.872
g17470,124.573,135.796,153.894,137.742,89.041,133.668,173.322,141.683,119.31,127.462,82.014,121.228,520.144,106.594
g17471,25.264,33.115,56.601,26.012,21.909,50.495,35.624,45.763,32.045,51.014,34.142,44.536,125.13,32.685
g17473,4.761,2.706,1.684,0,2.54,0,0,1.918,0,0,0,0,10.969,2.229
g17474,6.227,6.077,15.679,10.242,9.285,11.588,8.207,6.117,5.267,11.02,3.085,8.15,20.143,3.105
g17475,21.096,34.635,25.187,13.007,17.006,32.194,23.49,18.091,19.004,33.007,16.45,24.74,62.863,16.75
g17476,5.012,9,11.001,7,7.769,10.815,12.01,6,7,19.173,4.998,13.788,24.122,5
g17477,13,5.979,13.921,7.596,0,13.205,11.452,5.942,3,6.361,6.091,1,13.746,4.747
g17478,11,4,3,9,7,3,10,8,11,10,3,10,15,7
g17479,8,6,5.969,5.868,10,5,10,4,6,8,5,7,5,1
g1748,2039.373,2298.535,2787.282,2019.701,1897.087,2284.75,2597.811,1928.245,1997.607,2552.28,1771.849,2052.634,6041.61,1395.805
g17480,0,5,5,1,3,3.009,10,4,3,8,6,3,8,6
g17481,0,0,0,0,0,0,0,0,0,0,0,0,60.133,0
g17482,7,18,0,20,0,9,0,0,0,0,0,5,0,6
g17483,4,4,4,3,2,4,5,2,2,8,2.113,3,14,3
g17484,2.057,2,5.047,1.032,0,4.111,3,6.31,3,4.284,4,1,4.05,1
g17485,4,4.008,2,5,4,6,7,1.007,2,6.149,5,3,6.042,5
g17486,4,2,5,4.899,0,6,6,3,1,2,2,3,11.038,1
g17488,0,0,0,0,25,0,0,0,0,0,0,0,0,0
g17489,15,8,0,1,0,1,0,0,0,0,0,4,0,4
g1749,15825.74,24829.386,20565.048,12507.827,16616.597,21518.725,25638.403,14199.282,11165.993,15340.006,8973.987,15323.099,29630.864,11046.923
g17490,1,1,4,5,4,2,3,1,5,2,2,8,6,2
g17491,2,1,5,0,1,5,2,3,1,4,2,5,7,1.947
g17492,5707.319,6949.057,7397.894,6355.951,6995.018,7120.033,8848.848,7319.423,5963.607,7766.135,5129.105,6072.668,14809.95,4111.869
g17493,7.101,11.928,10.766,16.244,7.665,19.387,19.405,16.245,5.412,11,6.2,6.721,26.712,5.574
g17494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g17495,136.704,164.782,224.756,207.617,256.23,278.61,242.525,221.921,176.139,251.485,169.768,264.85,627.923,144.265
g17497,25.338,42.164,48.158,62.388,54.306,43.723,50.623,81.662,47.675,27.506,30.135,45.697,78.474,42.009
g17498,122.396,167.411,181.208,143.233,111.017,118.943,127.622,115,100.355,130.078,98.73,124.42,397.231,96.238
g17499,57,76,130,189,40,54,69,100,150,74,38,33,104.364,61
g175,29,0,0,1,0,20,1,0,1,0,1,57615.679,140,19
g1750,1055.737,1092.91,1471.85,1085.072,1096.834,1286.015,1511.655,1067.402,1107.769,1408.161,981.558,1225.587,3483.467,773.235
g17500,5,2,11.506,10,6.188,10,6.482,14.007,9.395,13,4.279,5,14.021,9
g17501,4.029,3.001,7.518,5.007,6.127,5.479,6.853,4.127,2.77,4.141,4.006,5.55,5.063,0
g17502,10.819,2,18.807,3.001,5,6.853,2,6.006,1.973,5,8.81,4,11,3.989
g17503,3,3,7,1,5,6,3,3,5,5,4.056,9,9,8
g17504,5,5,1,3.05,4,4,7,3,3,3,2.001,6,7,3
g17505,0,0,0,0,2.296,1.21,5,0,1,4,0,0,0,0
g17506,6,3,3.345,2.057,5,0,6,3,0,3,2,0,8.08,1
g17507,6,1,2,3,2,3,7,3,2,4,3,7,7,0
g17508,3,1,0,4,2,6,4,0,2,0,1,6,6,1
g17509,4.744,17.236,6.983,4.445,16.296,17.117,11.401,14.785,6.91,10.415,13.296,13.627,43.006,7.826
g1751,1509.509,1652.192,1561.243,1454.164,1666.35,1860.507,1937.717,1494.372,1344.203,1703.647,1235.219,1362.28,5150.39,903.344
g17510,8.046,6.955,14.414,12.201,13.864,14.889,8.977,11.072,16.062,8.949,3.351,9.436,35.502,6.841
g17511,2.317,0,0,0,0,0,0,1.179,0,0,0,0,5.896,0
g17512,19.177,13.39,5.047,8.468,8,14.338,10.67,2.024,8.425,11.065,5.237,11.593,31.062,9.056
g17513,7,7,12,10,8,9,10,12,3,12,3,13,17,7
g17514,7,3,5,10,4,8,10,13,6,1,4,5,10.138,2
g17515,3,5.003,4,5.448,4.133,8.002,11,5,3.02,5.572,4,13.001,12.001,2.717
g17516,2,8,5,5,4,15.006,10.658,6,6.428,9.001,5.005,3,16,12
g17517,12,4,4,3,5,3.062,2,2,0,1,5,3,16.829,1
g17518,14.052,13.999,0,8,0,6,0,0,0,0,0,5.75,0,6
g17519,3,3,1,4,3,2,4,1,1,3,3,2,18,1
g1752,4282.001,6016.92,5267.822,3920.934,3580.99,3937.214,4577.52,3752.57,3367.552,4254.747,3284.523,3438.352,14874.868,2620.911
g17520,7,8,0,5,0,5,0,0,0,0,0,5,0,4
g17522,7,3,7,4,1,1,5,3,2,2,2,6,7,2
g17523,3,3,4,0,2,3,2,3,2,3,2,2.003,6.239,3
g17524,297.996,788.269,558.2,311.404,344.291,433.923,990.414,339.565,254.097,375.271,164.483,295.512,524.554,434.005
